"基金名稱","亞洲債券基金"	
"貨幣","HKD"	
"成立日期","2011/09/23"	
"計劃名稱","友邦強積金優選計劃"	
	
"日期","基金價格"	
"2018/01/01","108.73"	
"2018/01/02","109.0"	
"2018/01/03","109.0"	
"2018/01/04","109.18"	
"2018/01/05","109.27"	
"2018/01/06","109.27"	
"2018/01/07","109.27"	
"2018/01/08","109.17"	
"2018/01/09","108.9"	
"2018/01/10","108.8"	
"2018/01/11","109.08"	
"2018/01/12","109.35"	
"2018/01/13","109.35"	
"2018/01/14","109.35"	
"2018/01/15","109.71"	
"2018/01/16","109.53"	
"2018/01/17","109.34"	
"2018/01/18","109.34"	
"2018/01/19","109.25"	
"2018/01/20","109.25"	
"2018/01/21","109.25"	
"2018/01/22","109.24"	
"2018/01/23","109.33"	
"2018/01/24","109.79"	
"2018/01/25","110.06"	
"2018/01/26","110.06"	
"2018/01/27","110.06"	
"2018/01/28","110.06"	
"2018/01/29","109.69"	
"2018/01/30","109.5"	
"2018/01/31","109.77"	
"2018/02/01","109.59"	
"2018/02/02","109.13"	
"2018/02/03","109.13"	
"2018/02/04","109.13"	
"2018/02/05","108.85"	
"2018/02/06","108.94"	
"2018/02/07","108.85"	
"2018/02/08","108.39"	
"2018/02/09","108.39"	
"2018/02/10","108.39"	
"2018/02/11","108.39"	
"2018/02/12","108.47"	
"2018/02/13","108.74"	
"2018/02/14","109.1"	
"2018/02/15","109.01"	
"2018/02/16","109.01"	
"2018/02/17","109.01"	
"2018/02/18","109.01"	
"2018/02/19","109.01"	
"2018/02/20","108.82"	
"2018/02/21","108.81"	
"2018/02/22","108.53"	
"2018/02/23","108.62"	
"2018/02/24","108.62"	
"2018/02/25","108.62"	
"2018/02/26","109.08"	
"2018/02/27","108.99"	
"2018/02/28","108.62"	
"2018/03/01","108.61"	
"2018/03/02","108.89"	
"2018/03/03","108.89"	
"2018/03/04","108.89"	
"2018/03/05","108.88"	
"2018/03/06","108.88"	
"2018/03/07","108.97"	
"2018/03/08","108.78"	
"2018/03/09","108.78"	
"2018/03/10","108.78"	
"2018/03/11","108.78"	
"2018/03/12","108.96"	
"2018/03/13","109.14"	
"2018/03/14","109.32"	
"2018/03/15","109.32"	
"2018/03/16","109.23"	
"2018/03/17","109.23"	
"2018/03/18","109.23"	
"2018/03/19","108.94"	
"2018/03/20","108.94"	
"2018/03/21","108.76"	
"2018/03/22","108.85"	
"2018/03/23","108.94"	
"2018/03/24","108.94"	
"2018/03/25","108.94"	
"2018/03/26","109.02"	
"2018/03/27","109.21"	
"2018/03/28","109.39"	
"2018/03/29","109.39"	
"2018/03/30","109.39"	
"2018/03/31","109.39"	
"2018/04/01","109.39"	
"2018/04/02","109.39"	
"2018/04/03","109.65"	
"2018/04/04","109.56"	
"2018/04/05","109.56"	
"2018/04/06","109.37"	
"2018/04/07","109.37"	
"2018/04/08","109.37"	
"2018/04/09","109.46"	
"2018/04/10","109.64"	
"2018/04/11","109.73"	
"2018/04/12","109.73"	
"2018/04/13","109.54"	
"2018/04/14","109.54"	
"2018/04/15","109.54"	
"2018/04/16","109.26"	
"2018/04/17","109.26"	
"2018/04/18","109.17"	
"2018/04/19","109.07"	
"2018/04/20","108.52"	
"2018/04/21","108.52"	
"2018/04/22","108.52"	
"2018/04/23","107.96"	
"2018/04/24","107.96"	
"2018/04/25","107.49"	
"2018/04/26","107.49"	
"2018/04/27","107.67"	
"2018/04/28","107.67"	
"2018/04/29","107.67"	
"2018/04/30","107.85"	
"2018/05/01","107.85"	
"2018/05/02","107.39"	
"2018/05/03","107.48"	
"2018/05/04","107.48"	
"2018/05/05","107.48"	
"2018/05/06","107.48"	
"2018/05/07","107.38"	
"2018/05/08","107.19"	
"2018/05/09","106.91"	
"2018/05/10","107.19"	
"2018/05/11","107.55"	
"2018/05/12","107.55"	
"2018/05/13","107.55"	
"2018/05/14","107.54"	
"2018/05/15","106.99"	
"2018/05/16","106.81"	
"2018/05/17","106.62"	
"2018/05/18","106.62"	
"2018/05/19","106.62"	
"2018/05/20","106.62"	
"2018/05/21","106.61"	
"2018/05/22","106.61"	
"2018/05/23","106.79"	
"2018/05/24","107.07"	
"2018/05/25","107.16"	
"2018/05/26","107.16"	
"2018/05/27","107.16"	
"2018/05/28","107.15"	
"2018/05/29","107.24"	
"2018/05/30","107.42"	
"2018/05/31","107.61"	
"2018/06/01","107.51"	
"2018/06/02","107.51"	
"2018/06/03","107.51"	
"2018/06/04","107.51"	
"2018/06/05","107.51"	
"2018/06/06","107.6"	
"2018/06/07","107.41"	
"2018/06/08","107.22"	
"2018/06/09","107.22"	
"2018/06/10","107.22"	
"2018/06/11","107.31"	
"2018/06/12","107.22"	
"2018/06/13","107.21"	
"2018/06/14","107.03"	
"2018/06/15","106.66"	
"2018/06/16","106.66"	
"2018/06/17","106.66"	
"2018/06/18","106.66"	
"2018/06/19","106.37"	
"2018/06/20","106.28"	
"2018/06/21","105.91"	
"2018/06/22","106.09"	
"2018/06/23","106.09"	
"2018/06/24","106.09"	
"2018/06/25","106.09"	
"2018/06/26","106.08"	
"2018/06/27","105.99"	
"2018/06/28","105.89"	
"2018/06/29","105.98"	
"2018/06/30","105.98"	
"2018/07/01","105.98"	
"2018/07/02","105.98"	
"2018/07/03","105.98"	
"2018/07/04","106.16"	
"2018/07/05","106.16"	
"2018/07/06","106.43"	
"2018/07/07","106.43"	
"2018/07/08","106.43"	
"2018/07/09","106.61"	
"2018/07/10","106.42"	
"2018/07/11","106.33"	
"2018/07/12","106.14"	
"2018/07/13","106.14"	
"2018/07/14","106.14"	
"2018/07/15","106.14"	
"2018/07/16","106.14"	
"2018/07/17","106.13"	
"2018/07/18","106.04"	
"2018/07/19","105.76"	
"2018/07/20","106.13"	
"2018/07/21","106.13"	
"2018/07/22","106.13"	
"2018/07/23","106.03"	
"2018/07/24","105.85"	
"2018/07/25","106.12"	
"2018/07/26","106.12"	
"2018/07/27","106.21"	
"2018/07/28","106.21"	
"2018/07/29","106.21"	
"2018/07/30","106.2"	
"2018/07/31","106.29"	
"2018/08/01","106.11"	
"2018/08/02","105.92"	
"2018/08/03","105.92"	
"2018/08/04","105.92"	
"2018/08/05","105.92"	
"2018/08/06","106.0"	
"2018/08/07","106.28"	
"2018/08/08","106.28"	
"2018/08/09","106.27"	
"2018/08/10","106.18"	
"2018/08/11","106.18"	
"2018/08/12","106.18"	
"2018/08/13","106.08"	
"2018/08/14","106.08"	
"2018/08/15","105.8"	
"2018/08/16","105.98"	
"2018/08/17","106.07"	
"2018/08/18","106.07"	
"2018/08/19","106.07"	
"2018/08/20","106.25"	
"2018/08/21","106.62"	
"2018/08/22","106.62"	
"2018/08/23","106.43"	
"2018/08/24","106.61"	
"2018/08/25","106.61"	
"2018/08/26","106.61"	
"2018/08/27","106.88"	
"2018/08/28","106.79"	
"2018/08/29","106.6"	
"2018/08/30","106.51"	
"2018/08/31","106.42"	
"2018/09/01","106.42"	
"2018/09/02","106.42"	
"2018/09/03","106.32"	
"2018/09/04","106.04"	
"2018/09/05","105.95"	
"2018/09/06","106.04"	
"2018/09/07","105.94"	
"2018/09/08","105.94"	
"2018/09/09","105.94"	
"2018/09/10","105.57"	
"2018/09/11","105.47"	
"2018/09/12","105.56"	
"2018/09/13","105.65"	
"2018/09/14","105.74"	
"2018/09/15","105.74"	
"2018/09/16","105.74"	
"2018/09/17","105.55"	
"2018/09/18","105.55"	
"2018/09/19","105.55"	
"2018/09/20","105.64"	
"2018/09/21","105.36"	
"2018/09/22","105.36"	
"2018/09/23","105.36"	
"2018/09/24","105.36"	
"2018/09/25","105.36"	
"2018/09/26","105.35"	
"2018/09/27","105.44"	
"2018/09/28","105.72"	
"2018/09/29","105.72"	
"2018/09/30","105.72"	
"2018/10/01","105.72"	
"2018/10/02","105.62"	
"2018/10/03","105.52"	
"2018/10/04","104.79"	
"2018/10/05","104.6"	
"2018/10/06","104.6"	
"2018/10/07","104.6"	
"2018/10/08","104.32"	
"2018/10/09","104.31"	
"2018/10/10","104.5"	
"2018/10/11","104.77"	
"2018/10/12","104.86"	
"2018/10/13","104.86"	
"2018/10/14","104.86"	
"2018/10/15","105.13"	
"2018/10/16","105.13"	
"2018/10/17","105.13"	
"2018/10/18","105.03"	
"2018/10/19","105.12"	
"2018/10/20","105.12"	
"2018/10/21","105.12"	
"2018/10/22","104.93"	
"2018/10/23","104.84"	
"2018/10/24","105.02"	
"2018/10/25","105.02"	
"2018/10/26","105.02"	
"2018/10/27","105.02"	
"2018/10/28","105.02"	
"2018/10/29","105.2"	
"2018/10/30","105.19"	
"2018/10/31","104.92"	
"2018/11/01","105.28"	
"2018/11/02","105.37"	
"2018/11/03","105.37"	
"2018/11/04","105.37"	
"2018/11/05","105.37"	
"2018/11/06","105.46"	
"2018/11/07","105.73"	
"2018/11/08","105.73"	
"2018/11/09","105.45"	
"2018/11/10","105.45"	
"2018/11/11","105.45"	
"2018/11/12","105.26"	
"2018/11/13","105.35"	
"2018/11/14","105.53"	
"2018/11/15","105.81"	
"2018/11/16","105.99"	
"2018/11/17","105.99"	
"2018/11/18","105.99"	
"2018/11/19","106.26"	
"2018/11/20","106.16"	
"2018/11/21","106.16"	
"2018/11/22","106.16"	
"2018/11/23","106.06"	
"2018/11/24","106.06"	
"2018/11/25","106.06"	
"2018/11/26","106.15"	
"2018/11/27","106.15"	
"2018/11/28","106.14"	
"2018/11/29","106.59"	
"2018/11/30","106.59"	
"2018/12/01","106.59"	
"2018/12/02","106.59"	
"2018/12/03","106.86"	
"2018/12/04","107.13"	
"2018/12/05","107.04"	
"2018/12/06","107.04"	
"2018/12/07","107.13"	
"2018/12/08","107.13"	
"2018/12/09","107.13"	
"2018/12/10","107.21"	
"2018/12/11","106.93"	
"2018/12/12","106.84"	
"2018/12/13","106.84"	
"2018/12/14","106.65"	
"2018/12/15","106.65"	
"2018/12/16","106.65"	
"2018/12/17","106.83"	
"2018/12/18","107.2"	
"2018/12/19","107.47"	
"2018/12/20","107.47"	
"2018/12/21","107.37"	
"2018/12/22","107.37"	
"2018/12/23","107.37"	
"2018/12/24","107.37"	
"2018/12/25","107.37"	
"2018/12/26","107.37"	
"2018/12/27","107.54"	
"2018/12/28","107.73"	
"2018/12/29","107.73"	
"2018/12/30","107.73"	
"2018/12/31","107.99"	
